Date,HE,PGE,SCE,SDGE,VEA,CAISO Total,,,,,,
12/14/19,14,9805.89429470486,10177.9595117187,1838.78061577691,53.0120998022291,21709.1973551432,,,,,,
12/14/19,15,10408.1794503031,10205.3876033643,2025.90042046826,53.6951802857717,22561.6540010488,,,,,,
12/14/19,16,10592.3104351128,10372.1856727431,2180.46128065321,55.8996594948239,23156.2002579753,,,,,,
12/14/19,17,11271.098343099,10895.0877701823,2387.26400417752,61.8369341691335,24635.3149441189,,,,,,
12/14/19,18,12280.8347471788,11847.0811425781,2632.004269477,66.7860613165961,26857.268241645,,,,,,
12/14/19,19,12249.2224739583,11808.5586762153,2604.97158094618,67.1441038725111,26765.110734592,,,,,,
12/14/19,20,12051.7852170139,11633.7412792969,2547.15733398437,68.081489698622,26346.1698605686,,,,,,
12/14/19,21,11821.575219184,11457.0105056424,2475.03493082682,67.9254310904609,25865.7022743056,,,,,,
12/14/19,22,11473.8371799045,11156.5574696181,2379.53864149306,66.2036928070916,25106.3357671441,,,,,,
12/14/19,23,10871.872834986,10590.411775737,2218.86767112997,63.9704777407371,23778.7324122961,,,,,,
12/14/19,24,10239.3910101997,9918.08695638021,2052.23453409831,62.2438332536485,22314.6446240234,,,,,,
12/15/19,1,9807.93169921875,9479.54843207465,1961.17428683811,60.84201956643,21341.9697146267,,,,,,
12/15/19,2,9435.9042578125,9142.87640733507,1881.33374118381,60.3489456399282,20556.0452137587,,,,,,
12/15/19,3,9414.90326931424,8917.82568467882,1806.13075927734,61.2300935565101,20237.1096017795,,,,,,
12/15/19,4,9408.94597439236,8824.25090277778,1778.40657307943,62.5550289567312,20108.5591623264,,,,,,
12/15/19,5,9464.05234917535,8836.73654405382,1781.15976047092,65.4642804823981,20184.381319987,,,,,,
12/15/19,6,9670.78027126736,8993.92730251736,1838.59739298503,70.6291025712755,20603.5151513672,,,,,,
12/15/19,7,10110.9984429253,9272.29212131076,1876.19363837348,76.6243342953729,21369.3745366753,,,,,,
12/15/19,8,10486.5270562066,9301.42521050347,1923.3843097602,79.4214283985562,21794.4702083333,,,,,,
12/15/19,9,10141.3625434028,9171.46768880208,1871.81177517361,74.9011288897196,21186.7692792426,,,,,,
12/15/19,10,9884.5357421875,8942.3804546441,1778.65921142578,69.6520083766513,20514.3173882378,,,,,,
12/15/19,11,9708.10523328993,8794.16697482639,1666.1082297092,67.1886015616523,20044.4708414714,,,,,,
12/15/19,12,9717.26301649306,8707.41626519097,1586.01194390191,66.3626178487142,19867.4851681858,,,,,,
12/15/19,13,9626.0887109375,8686.19358506944,1558.32504991319,64.6266896555159,19736.5345298937,,,,,,
12/15/19,14,9756.80343641493,8778.90157118056,1630.51316772461,63.6052470217811,20032.0677015516,,,,,,
12/15/19,15,9983.07317165799,8958.01254340278,1778.51788425022,62.1642652776506,20627.6445762804,,,,,,
12/15/19,16,10266.0689279514,9464.95709418403,1999.3969152832,63.9557295248244,21732.8723825412,,,,,,
12/15/19,17,11317.4980392795,10418.2196375868,2310.25458631727,74.7496594683329,24155.067648112,,,,,,
12/15/19,18,12639.9132910156,11751.3360112847,2646.45700249566,83.334559319814,27189.2302522786,,,,,,
12/15/19,19,12842.9288487413,12006.136655816,2683.60645399306,83.9329620785183,27682.6691851128,,,,,,
12/15/19,20,12760.0080566406,12037.8948328993,2653.44333414714,84.4565258068509,27595.6687521701,,,,,,
12/15/19,21,12555.4725184462,11916.8892730035,2576.28920057509,84.2024846310086,27178.1035970052,,,,,,
12/15/19,22,12062.6491069878,11535.016750217,2453.5796758355,81.7906387816535,26181.6749175347,,,,,,
12/15/19,23,11191.4779199219,10815.3361924913,2246.54293945313,78.5510123464796,24388.2650287543,,,,,,
12/15/19,24,10405.3915364583,10115.3666124132,2039.03296671549,76.6130832481384,22700.0782318793,,,,,,
12/16/19,1,9955.04272786458,9702.38500868056,1941.80135538737,75.8110057089064,21731.6163650174,,,,,,
12/16/19,2,9658.92690104167,9410.77480034722,1877.30432657878,76.6378039338854,21077.7446891276,,,,,,
12/16/19,3,9484.76468098958,9282.83699544271,1834.43385036892,78.7901789326138,20727.7644292535,,,,,,
12/16/19,4,9491.82902126736,9326.76028537326,1830.2953274197,82.1157034598456,20776.9679513889,,,,,,
12/16/19,5,9805.27467664931,9679.07659830729,1909.2842594401,88.583416372935,21527.7231027561,,,,,,
12/16/19,6,10636.8462868924,10500.3508865017,2106.54377522786,97.6776060252719,23386.0756266276,,,,,,
12/16/19,7,11963.8369618056,11668.6363585069,2403.35083875868,107.776019914415,26207.3498594835,,,,,,
12/16/19,8,12742.3832269965,12096.651359592,2516.92610894097,107.911726457808,27504.1040912543,,,,,,
12/16/19,9,12155.9643174913,11909.9694867622,2357.05842827691,97.0205213546753,26445.1564420573,,,,,,
12/16/19,10,11484.2460959201,11558.8861414931,2171.87066189236,87.466535627577,25120.6102373589,,,,,,
12/16/19,11,10855.8704481337,11258.8994270833,2025.09137980143,79.5502514033847,24004.0094645182,,,,,,
12/16/19,12,10407.2363346354,10953.2056315104,1920.17652248806,73.8913512717353,23122.3077498372,,,,,,
12/16/19,13,10248.4688617622,10840.5392762587,1900.74057522244,68.9916023805406,22829.3062665473,,,,,,
12/16/19,14,10347.5636968316,10849.6003190104,1963.56226860894,65.430696715249,23020.373196072,,,,,,
12/16/19,15,10650.7943522135,10932.9096006944,2090.27611219618,63.5999212773161,23585.6389108615,,,,,,
12/16/19,16,11347.5453710938,11277.7021636285,2293.14949679905,65.8183975156148,24945.2998448351,,,,,,
12/16/19,17,12428.6511230469,12104.819156901,2576.78217285156,77.7375656848484,27231.2988216146,,,,,,
12/16/19,18,13664.4904861111,13363.25953125,2910.60662597656,88.7449790636698,30077.8749669054,,,,,,
12/16/19,19,13849.5962131076,13517.3525260417,2944.81349826389,91.9533762168884,30450.970398763,,,,,,
12/16/19,20,13682.4823871528,13419.7830251736,2880.22207573785,94.3600032785204,30118.4242285156,,,,,,
12/16/19,21,13362.7116189236,13201.4540961372,2783.81793240017,94.5591208224826,29470.9269797092,,,,,,
12/16/19,22,12752.4824490017,12697.5549652778,2621.54980495877,93.8351574685838,28195.0577690972,,,,,,
12/16/19,23,11786.1056011285,11853.896890191,2374.41155436198,90.7636301358541,26139.740789388,,,,,,
12/16/19,24,10895.3281239149,10983.8898480903,2164.20045681424,89.2358747143216,24170.453577474,,,,,,
12/17/19,1,10337.9507823351,10405.2770551215,2042.16064331055,89.8650662252638,22914.2835818142,,,,,,
12/17/19,2,10004.6201106771,10013.2473133681,1955.67673787435,91.5668944401211,22101.2796381293,,,,,,
12/17/19,3,9721.62675347222,9810.75909613715,1908.90566772461,95.2311295933194,21566.6967697483,,,,,,
12/17/19,4,9674.6124077691,9803.68652235243,1903.62564453125,99.558970536126,21511.1060807292,,,,,,
12/17/19,5,9947.03967230903,10122.6276909722,1976.16763414171,106.051665897369,22175.9115435113,,,,,,
12/17/19,6,10722.9165288628,10868.0299186198,2177.94501030816,115.283675859239,23905.1545670573,,,,,,
12/17/19,7,11993.6278518363,11973.3928871339,2478.3462475433,125.184008230135,26605.6070092866,,,,,,
12/17/19,8,12850.4762326389,12280.0938216146,2562.59230740017,124.612262407939,27820.338828125,,,,,,
12/17/19,9,12688.0491894531,12203.1600651042,2381.61361843533,110.589622792138,27255.1245551215,,,,,,
12/17/19,10,12351.6046820747,11902.8189127604,2173.17061577691,98.2123293643528,26298.9635356988,,,,,,
12/17/19,11,11834.0420909288,11571.679749349,2033.9697406684,87.4029135407342,25293.7080403646,,,,,,
12/17/19,12,11346.3091102431,11328.6334114583,1918.4983988444,78.8744059944153,24451.0571609158,,,,,,
12/17/19,13,11200.271421441,11156.1104578993,1916.04568413628,73.4264522510105,24140.7051190864,,,,,,
12/17/19,14,11449.8152701823,11268.2036621094,1958.04936143663,69.4535836961534,24593.8393763563,,,,,,
12/17/19,15,11581.4290722656,11285.1459765625,2127.81413953993,69.0924286866917,25026.0363574219,,,,,,
12/17/19,16,11924.7748719618,11613.6885047743,2303.71684109158,75.0611558596293,25927.0035948351,,,,,,
12/17/19,17,12584.0548665365,12371.4339290365,2564.9105335829,85.6529865582784,27631.0040652127,,,,,,
12/17/19,18,13635.3846386719,13435.7301942274,2891.83911810981,93.9620263926188,30099.9038151042,,,,,,
12/17/19,19,13800.7566438802,13495.777218967,2908.85655707465,96.3851601367527,30351.9496072049,,,,,,
12/17/19,20,13644.1284233941,13408.1670182292,2867.30273871528,96.8758676274617,30060.7298936632,,,,,,
12/17/19,21,13321.875874566,13157.3549555122,2787.0573312717,94.9271457311842,29399.3985281033,,,,,,
12/17/19,22,12668.5369205729,12683.5456391059,2617.29488308377,92.5108550855849,28090.444577908,,,,,,
12/17/19,23,11653.8473242188,11870.6754752604,2380.78782362196,88.8065743594699,26025.3228613281,,,,,,
12/17/19,24,10729.6369487847,11014.9214811198,2168.46782389323,85.8120738199022,24037.3428971354,,,,,,
12/18/19,1,10189.7459385851,10380.9151161024,2041.42543728299,85.4266017956204,22729.0948101128,,,,,,
12/18/19,2,9759.23300998264,10037.0279025608,1961.71697903103,86.1993754641215,21850.4342323134,,,,,,
12/18/19,3,9523.49326822917,9876.96861002604,1915.26148532444,89.5050717544556,21407.8920616319,,,,,,
12/18/19,4,9521.13842664931,9881.37312065972,1903.6665890842,94.2793229929606,21399.0327284071,,,,,,
12/18/19,5,9805.25509982639,10203.1320800781,1976.65679782444,99.6513745244344,22081.1569373915,,,,,,
12/18/19,6,10554.0998513455,10980.3052745226,2172.3445445421,108.740162910885,23812.5593391927,,,,,,
12/18/19,7,11729.011265191,12101.2726746962,2490.12754123264,118.788785192702,26444.8070220269,,,,,,
12/18/19,8,12567.1193109809,12505.6697547743,2570.39741780599,117.90946097268,27755.9717323134,,,,,,
12/18/19,9,12542.4725531684,12637.8668641493,2479.6223840332,111.562450464037,27742.3493608941,,,,,,
12/18/19,10,12286.6226812066,12536.4034006076,2452.26252712674,102.138536771139,27330.1128168403,,,,,,
12/18/19,11,11969.6900401476,12403.3148361545,2292.51179009332,92.7479991552565,26713.0838547092,,,,,,
12/18/19,12,11639.8840516493,11937.8327582465,2251.10155815972,83.608267065684,25885.2101057943,,,,,,
12/18/19,13,11502.0558094618,11452.7885481771,2304.56116834852,80.342525223626,25295.8452642144,,,,,,
12/18/19,14,11559.9745681424,11497.2949446615,2038.6425797526,74.0722002283732,25137.8016444227,,,,,,
12/18/19,15,11729.6652306927,11601.4478593722,2118.3060475481,74.7730733405219,25519.7576061818,,,,,,
12/18/19,16,12067.2600998264,11693.2992371962,2293.41858425564,82.9897630733914,26132.5248106554,,,,,,
12/18/19,17,12710.2244552951,12361.3627365451,2589.10784478082,89.1598825560676,27763.0060129123,,,,,,
12/18/19,18,13576.390859375,13468.0293196615,2926.65211642795,92.8568567975362,30091.9537944878,,,,,,
12/18/19,19,13619.4486219618,13611.6238205295,2962.91477864583,94.0790347586738,30322.9026855469,,,,,,
12/18/19,20,13380.5212022569,13500.9579774306,2941.12071370443,94.5509212642246,29947.7693413628,,,,,,
12/18/19,21,13005.0768467882,13291.5429991319,2851.10871392144,93.5600147649977,29264.3905240885,,,,,,
12/18/19,22,12417.006312934,12909.9112934028,2707.0243633355,91.4067705938551,28146.1770301649,,,,,,
12/18/19,23,11446.3777148437,12102.403608941,2473.95773166233,88.612957089742,26135.1037673611,,,,,,
12/18/19,24,10563.9043760851,11237.4286588542,2253.96272813585,87.315431382921,24146.5060812717,,,,,,
12/19/19,1,10416.7009364149,10632.5627799479,2125.83523301866,87.6446354463365,23267.891946072,,,,,,
12/19/19,2,10062.3740288628,10259.6775705295,2044.33410224067,90.0280508422852,22455.8121473524,,,,,,
12/19/19,3,9851.05033420139,10086.2725792101,2000.04134073893,93.6028155920241,22031.703758138,,,,,,
12/19/19,4,9807.95913628472,10072.375405816,1981.65242513021,97.7345411470201,21954.9005040148,,,,,,
12/19/19,5,9989.31133246528,10376.6424598524,2066.06858818902,104.59438527849,22531.137116428,,,,,,
12/19/19,6,10423.7186729601,11112.3581727431,2257.6571883138,114.373871534136,23899.992438151,,,,,,
12/19/19,7,11584.5268815104,12252.4632476128,2558.43686930339,124.919501929392,26521.3729427083,,,,,,
12/19/19,8,12402.6648719618,12607.7183485243,2665.64451226128,124.33330900828,27785.6854541016,,,,,,
12/19/19,9,12138.5055978733,12309.3570974392,2491.30135687934,110.795180581411,26970.0926150174,,,,,,
12/19/19,10,11736.6892675781,11790.6033311632,2242.85522054036,97.7049931377835,25708.6973187934,,,,,,
12/19/19,11,11302.4676291233,11433.8553971354,2086.66544935438,86.8417482291328,24698.7142225477,,,,,,
12/19/19,12,10929.0197384983,11077.7903417969,1988.93434366862,77.4671251572503,23853.2958656141,,,,,,
12/19/19,13,10751.0409700521,10653.5050716146,1953.03677313911,70.400146261851,23338.4280287001,,,,,,
12/19/19,14,10760.7891460503,10774.9052224392,1961.90513644748,59.5681613328722,23474.0329614258,,,,,,
12/19/19,15,11029.8481846788,10924.4476182726,2093.76637722439,48.7361764038934,23956.8368880208,,,,,,
12/19/19,16,11505.2259396701,11450.8565115017,2281.7208327908,64.5598550044166,25236.5487679036,,,,,,
12/19/19,17,12188.784313151,11764.8468532986,2572.5645686849,74.1501816007826,26617.2093478733,,,,,,
12/19/19,18,13228.1109505208,13247.5026052517,2892.35032118056,83.958885222541,29464.2708007813,,,,,,
12/19/19,19,13282.865749783,13323.544812283,2909.06603814019,87.5703514671326,29630.8276019965,,,,,,
12/19/19,20,13094.0240831163,13269.0379014757,2866.02012912326,90.8386816596985,29345.80125,,,,,,
12/19/19,21,12755.6234450955,13068.6787619358,2798.23672281901,92.3581064118279,28739.3187803819,,,,,,
12/19/19,22,12206.9079286024,12637.3567230903,2653.05965223524,91.8937078094482,27615.9110101997,,,,,,
12/19/19,23,11363.8335709635,12003.5383257378,2418.72982259115,89.3628478092618,25901.2862532552,,,,,,
12/19/19,24,10495.8978374566,11173.8877018229,2206.36614990234,87.9139028167725,23968.2986192491,,,,,,
