month_year,Apache AZ,Cochise AZ,Coconino AZ,Gila AZ,Graham AZ,Greenlee AZ,La Paz AZ,Maricopa AZ,Mohave AZ,Navajo AZ,Pima AZ,Pinal AZ,Pinal AZ.1,Yavapai AZ,Yuma AZ,Alameda CA,Alpine CA,Amador CA,Butte CA,Calaveras CA,Colusa CA,Contra Costa CA,Del Norte CA,El Dorado CA,Fresno CA,Glenn CA,Humboldt CA,Imperial CA,Inyo CA,Kern CA,Kings CA,Lake CA,Lassen CA,Los Angeles CA,Madera CA,Marin CA,Mariposa CA,Mendocino CA,Merced CA,Modoc CA,Mono CA,Monterey CA,Napa CA,Nevada CA,Orange CA,Placer CA,Plumas CA,Riverside CA,Sacramento CA,San Benito CA,San Bernardino CA,San Diego CA,San Francisco CA,San Joaquin CA,San Luis Obispo CA,San Mateo CA,Santa Barbara CA,Santa Clara CA,Santa Cruz CA,Shasta CA,Sierra CA,Siskiyou CA,Solano CA,Sonoma CA,Stanislaus CA,Sutter CA,Tehama CA,Trinity CA,Tulare CA,Tuolumne CA,Ventura CA,Yolo CA,Yuba CA,Adams CO,Alamosa CO,Arapahoe CO,Archuleta CO,Baca CO,Bent CO,Boulder CO,Broomfield CO,Chaffee CO,Cheyenne CO,Clear Creek CO,Conejos CO,Costilla CO,Crowley CO,Custer CO,Delta CO,Denver CO,Dolores CO,Douglas CO,Eagle CO,El Paso CO,Elbert CO,Fremont CO,Garfield CO,Gilpin CO,Grand CO,Gunnison CO,Hinsdale CO,Huerfano CO,Jackson CO,Jefferson CO,Kiowa CO,Kit Carson CO,La Plata CO,Lake CO,Larimer CO,Las Animas CO,Lincoln CO,Logan CO,Mesa CO,Mineral CO,Moffat CO,Montezuma CO,Montrose CO,Morgan CO,Otero CO,Ouray CO,Park CO,Phillips CO,Pitkin CO,Prowers CO,Pueblo CO,Rio Blanco CO,Rio Grande CO,Routt CO,Saguache CO,San Juan CO,San Miguel CO,Sedgwick CO,Summit CO,Teller CO,Washington CO,Weld CO,Yuma CO,Ada ID,Adams ID,Bannock ID,Bear Lake ID,Benewah ID,Bingham ID,Blaine ID,Boise ID,Bonner ID,Bonneville ID,Boundary ID,Butte ID,Camas ID,Canyon ID,Caribou ID,Cassia ID,Clark ID,Clearwater ID,Custer ID,Elmore ID,Franklin ID,Fremont ID,Gem ID,Gooding ID,Idaho ID,Jefferson ID,Jerome ID,Kootenai ID,Latah ID,Lemhi ID,Lewis ID,Lincoln ID,Madison ID,Minidoka ID,Nez Perce ID,Oneida ID,Owyhee ID,Payette ID,Power ID,Shoshone ID,Teton ID,Twin Falls ID,Valley ID,Washington ID,Beaverhead MT,Big Horn MT,Blaine MT,Broadwater MT,Carbon MT,Carter MT,Cascade MT,Chouteau MT,Custer MT,Deer Lodge MT,Fergus MT,Flathead MT,Gallatin MT,Garfield MT,Glacier MT,Golden Valley MT,Granite MT,Hill MT,Jefferson MT,Judith Basin MT,Lake MT,Lewis and Clark MT,Liberty MT,Lincoln MT,Madison MT,McCone MT,Meagher MT,Mineral MT,Missoula MT,Musselshell MT,Park MT,Petroleum MT,Phillips MT,Pondera MT,Powder River MT,Powell MT,Prairie MT,Ravalli MT,Rosebud MT,Sanders MT,Silver Bow MT,Stillwater MT,Sweet Grass MT,Teton MT,Toole MT,Treasure MT,Valley MT,Wheatland MT,Yellowstone MT,Bernalillo NM,Catron NM,Chaves NM,Cibola NM,Colfax NM,De Baca NM,Doña Ana NM,Eddy NM,Grant NM,Guadalupe NM,Harding NM,Hidalgo NM,Lincoln NM,Los Alamos NM,Luna NM,McKinley NM,Mora NM,Otero NM,Rio Arriba NM,San Juan NM,San Miguel NM,Sandoval NM,Santa Fe NM,Sierra NM,Socorro NM,Taos NM,Torrance NM,Union NM,Valencia NM,Carson City NV,Churchill NV,Clark NV,Douglas NV,Elko NV,Esmeralda NV,Eureka NV,Humboldt NV,Lander NV,Lincoln NV,Lyon NV,Mineral NV,Nye NV,Pershing NV,Storey NV,Washoe NV,White Pine NV,Baker OR,Benton OR,Clackamas OR,Clatsop OR,Columbia OR,Coos OR,Crook OR,Curry OR,Deschutes OR,Douglas OR,Gilliam OR,Grant OR,Harney OR,Hood River OR,Jackson OR,Jefferson OR,Josephine OR,Klamath OR,Lake OR,Lane OR,Lincoln OR,Linn OR,Malheur OR,Marion OR,Morrow OR,Multnomah OR,Polk OR,Sherman OR,Tillamook OR,Umatilla OR,Union OR,Wallowa OR,Wasco OR,Washington OR,Wheeler OR,Yamhill OR,Aurora SD,Beadle SD,Bennett SD,Bon Homme SD,Brookings SD,Brown SD,Brule SD,Buffalo SD,Butte SD,Campbell SD,Charles Mix SD,Clark SD,Clay SD,Codington SD,Corson SD,Custer SD,Davison SD,Day SD,Deuel SD,Dewey SD,Douglas SD,Edmunds SD,Fall River SD,Faulk SD,Grant SD,Gregory SD,Haakon SD,Hamlin SD,Hand SD,Hanson SD,Harding SD,Hughes SD,Hutchinson SD,Hyde SD,Jackson SD,Jerauld SD,Jones SD,Kingsbury SD,Lake SD,Lawrence SD,Lincoln SD,Lyman SD,Marshall SD,McCook SD,McPherson SD,Meade SD,Mellette SD,Miner SD,Minnehaha SD,Moody SD,Oglala Lakota SD,Pennington SD,Perkins SD,Potter SD,Roberts SD,Sanborn SD,Spink SD,Stanley SD,Sully SD,Todd SD,Tripp SD,Turner SD,Union SD,Walworth SD,Yankton SD,Ziebach SD,Anderson TX,Andrews TX,Angelina TX,Aransas TX,Archer TX,Armstrong TX,Atascosa TX,Austin TX,Bailey TX,Bandera TX,Bastrop TX,Baylor TX,Bee TX,Bell TX,Bexar TX,Blanco TX,Borden TX,Bosque TX,Bowie TX,Brazoria TX,Brazos TX,Brewster TX,Briscoe TX,Brooks TX,Brown TX,Burleson TX,Burnet TX,Caldwell TX,Calhoun TX,Callahan TX,Cameron TX,Camp TX,Carson TX,Cass TX,Castro TX,Chambers TX,Cherokee TX,Childress TX,Clay TX,Cochran TX,Coke TX,Coleman TX,Collin TX,Collingsworth TX,Colorado TX,Comal TX,Comanche TX,Concho TX,Cooke TX,Coryell TX,Cottle TX,Crane TX,Crockett TX,Crosby TX,Culberson TX,Dallam TX,Dallas TX,Dawson TX,DeWitt TX,Deaf Smith TX,Delta TX,Denton TX,Dickens TX,Dimmit TX,Donley TX,Duval TX,Eastland TX,Ector TX,Edwards TX,El Paso TX,Ellis TX,Erath TX,Falls TX,Fannin TX,Fayette TX,Fisher TX,Floyd TX,Foard TX,Fort Bend TX,Franklin TX,Freestone TX,Frio TX,Gaines TX,Galveston TX,Garza TX,Gillespie TX,Glasscock TX,Goliad TX,Gonzales TX,Gray TX,Grayson TX,Gregg TX,Grimes TX,Guadalupe TX,Hale TX,Hall TX,Hamilton TX,Hansford TX,Hardeman TX,Hardin TX,Harris TX,Harrison TX,Hartley TX,Haskell TX,Hays TX,Hemphill TX,Henderson TX,Hidalgo TX,Hill TX,Hockley TX,Hood TX,Hopkins TX,Houston TX,Howard TX,Hudspeth TX,Hunt TX,Hutchinson TX,Irion TX,Jack TX,Jackson TX,Jasper TX,Jeff Davis TX,Jefferson TX,Jim Hogg TX,Jim Wells TX,Johnson TX,Jones TX,Karnes TX,Kaufman TX,Kendall TX,Kenedy TX,Kent TX,Kerr TX,Kimble TX,King TX,Kinney TX,Kleberg TX,Knox TX,La Salle TX,Lamar TX,Lamb TX,Lampasas TX,Lavaca TX,Lee TX,Leon TX,Liberty TX,Limestone TX,Lipscomb TX,Live Oak TX,Llano TX,Loving TX,Lubbock TX,Lynn TX,Madison TX,Marion TX,Martin TX,Mason TX,Matagorda TX,Maverick TX,McCulloch TX,McLennan TX,McMullen TX,Medina TX,Menard TX,Midland TX,Milam TX,Mills TX,Mitchell TX,Montague TX,Montgomery TX,Moore TX,Morris TX,Motley TX,Nacogdoches TX,Navarro TX,Newton TX,Nolan TX,Nueces TX,Ochiltree TX,Oldham TX,Orange TX,Palo Pinto TX,Panola TX,Parker TX,Parmer TX,Pecos TX,Polk TX,Potter TX,Presidio TX,Rains TX,Randall TX,Reagan TX,Real TX,Red River TX,Reeves TX,Refugio TX,Roberts TX,Robertson TX,Rockwall TX,Runnels TX,Rusk TX,Sabine TX,San Augustine TX,San Jacinto TX,San Patricio TX,San Saba TX,Schleicher TX,Scurry TX,Shackelford TX,Shelby TX,Sherman TX,Smith TX,Somervell TX,Starr TX,Stephens TX,Sterling TX,Stonewall TX,Sutton TX,Swisher TX,Tarrant TX,Taylor TX,Terrell TX,Terry TX,Throckmorton TX,Titus TX,Tom Green TX,Travis TX,Trinity TX,Tyler TX,Upshur TX,Upton TX,Uvalde TX,Val Verde TX,Van Zandt TX,Victoria TX,Walker TX,Waller TX,Ward TX,Washington TX,Webb TX,Wharton TX,Wheeler TX,Wichita TX,Wilbarger TX,Willacy TX,Williamson TX,Wilson TX,Winkler TX,Wise TX,Wood TX,Yoakum TX,Young TX,Zapata TX,Zavala TX,Beaver UT,Box Elder UT,Cache UT,Carbon UT,Daggett UT,Davis UT,Duchesne UT,Emery UT,Garfield UT,Grand UT,Iron UT,Juab UT,Kane UT,Millard UT,Morgan UT,Piute UT,Rich UT,Salt Lake UT,San Juan UT,Sanpete UT,Sevier UT,Summit UT,Tooele UT,Uintah UT,Utah UT,Wasatch UT,Washington UT,Wayne UT,Weber UT,Adams WA,Asotin WA,Benton WA,Chelan WA,Clallam WA,Clark WA,Columbia WA,Cowlitz WA,Douglas WA,Ferry WA,Franklin WA,Garfield WA,Grant WA,Grays Harbor WA,Island WA,Jefferson WA,King WA,Kitsap WA,Kittitas WA,Klickitat WA,Lewis WA,Lincoln WA,Mason WA,Okanogan WA,Pacific WA,Pend Oreille WA,Pierce WA,San Juan WA,Skagit WA,Skamania WA,Snohomish WA,Spokane WA,Stevens WA,Thurston WA,Wahkiakum WA,Walla Walla WA,Whatcom WA,Whitman WA,Yakima WA,Albany WY,Big Horn WY,Campbell WY,Carbon WY,Converse WY,Crook WY,Fremont WY,Goshen WY,Hot Springs WY,Johnson WY,Laramie WY,Lincoln WY,Natrona WY,Niobrara WY,Park WY,Platte WY,Sheridan WY,Sublette WY,Sweetwater WY,Teton WY,Uinta WY,Washakie WY,Weston WY
Jan 2018,79177.888,100009.946,95592.714,94198.325,41298.56,31155.703,16815.625,3686903.269,189593.797,83856.451,594814.157,253512.575,253512.575,181849.911,108774.786,900618.498,2016.233,34931.293,134574.975,33061.15,27321.287,454264.854,8654.437,128516.066,624155.452,56338.819,73619.858,63891.458,20249.946,453316.411,105419.007,42621.956,18919.645,5114231.486,94212.574,98149.75,10121.199,72322.022,220141.415,10103.426,9920.165,169163.137,160323.871,67627.319,1952432.954,220906.285,23501.06,1295431.292,770759.118,33842.758,2033582.538,1557076.097,719899.608,769049.936,164083.958,331118.98,189178.914,1000730.286,96757.693,105235.189,13916.407,44401.327,247083.916,313738.173,464820.742,70455.329,62166.368,10177.942,402690.936,29246.143,415314.832,227606.633,40096.559,502592.628,11208.191,479440.223,7910.603,13479.898,2829.076,226051.867,52064.416,14524.164,8821.15,8251.291,6830.354,4192.782,3215.616,4528.431,29886.842,1087039.889,3319.982,188115.019,37147.93,485437.638,19413.139,25944.863,33697.426,5679.41,22842.663,27894.634,8961.544,6539.878,1834.5,467253.902,7241.949,16620.931,41299.05,6559.732,420459.581,14132.896,12579.347,30147.345,113889.649,3144.165,16251.751,22927.362,35555.297,34468.546,12365.472,3459.413,16550.686,11550.163,17015.101,11559.195,136972.39,12474.351,17881.588,24303.99,6493.361,4523.041,6456.529,6209.495,31793.336,20733.852,17092.031,271948.424,28568.461,462764.517,11389.439,96540.738,14997.926,20184.872,70299.649,61638.473,9577.83,78873.032,124197.931,26640.447,7887.123,4161.911,263436.047,50995.969,47573.948,1526.622,14229.861,12167.756,40816.908,38679.215,39713.23,28146.553,37249.714,33865.293,37512.868,69278.043,252791.459,57911.208,15238.55,10060.075,14030.396,47148.31,57078.332,109445.218,13545.444,24594.424,44852.819,17421.744,34494.148,20363.457,162530.899,39298.133,22857.875,17701.31,10702.932,7592.562,18987.629,19002.962,7658.416,100470.629,10022.488,15724.355,11349.434,15306.983,136257.585,147745.72,3057.376,17546.272,1592.095,6854.102,25833.844,20783.384,4882.347,33118.795,74941.185,5738.791,42817.98,29376.947,5223.571,2461.273,9938.648,122002.062,7387.488,22303.273,955.905,9543.41,10374.29,3939.324,8967.176,2029.929,49376.404,8848.942,16921.649,62928.103,16639.927,7841.409,9059.77,16698.853,1756.502,12185.887,2944.982,280513.059,782347.362,3241.617,59330.374,20555.028,19574.777,1699.438,120919.472,111467.025,65188.712,3495.116,2046.175,9719.624,20384.073,10592.45,10613.653,70877.318,4093.846,36474.764,22168.323,89106.091,13923.985,63364.469,102199.824,7085.04,12283.207,36422.13,10552.904,6377.61,42214.91,26362.985,33367.754,1372513.957,33642.455,72433.665,7910.716,15037.314,46820.499,8078.441,7553.414,76156.357,11866.41,52132.504,23938.929,49136.302,391516.67,28856.027,33350.119,70912.402,402209.889,58988.095,93853.947,54781.591,32894.49,18778.827,191053.123,115012.32,6697.233,12983.326,10382.397,26419.072,194012.017,22084.267,89211.524,71712.765,11444.254,523992.006,129875.316,171473.129,46178.084,277647.428,18732.087,1274757.189,63688.227,3505.44,38440.535,75094.028,33327.57,12519.522,42333.175,639187.742,3786.916,281541.444,11916.549,46433.314,3629.589,17174.004,65488.303,80850.965,8491.412,1411.154,15761.497,4598.717,23205.46,12177.319,33575.858,72258.226,7816.351,20247.532,42897.581,15931.501,12519.66,7728.501,9945.124,13757.473,11020.769,4600.217,21852.866,9737.801,3360.878,13738.247,8704.287,7362.302,5194.485,28302.465,21784.313,3912.775,6119.795,6751.004,4773.368,15899.415,31224.909,38732.966,97342.924,8755.126,11686.7,14037.957,8428.081,22227.358,3007.227,6835.389,392688.29,14191.796,8267.569,177824.327,8782.816,6872.245,22866.198,7820.422,17338.928,5112.445,6033.915,8244.838,13021.58,22128.972,26571.97,6324.702,302115.582,3813.164,49381.408,27131.168,93931.549,26950.944,24676.007,2244.66,40976.056,32414.111,13140.241,24562.013,83323.353,6135.388,26920.896,378790.748,1977345.585,17290.135,1404.202,28528.624,105779.449,637206.03,288303.488,15198.162,7649.025,11030.559,121328.302,44827.328,48458.676,44505.021,160364.633,16855.478,308551.276,15415.468,10290.149,32282.133,17086.741,140340.939,66323.967,8526.762,18761.603,6095.102,5297.312,12323.388,1301347.123,6377.69,37636.953,220439.951,19706.408,4924.172,61159.118,56329.874,3199.87,4384.805,6798.417,25779.791,13870.344,7895.662,4425746.736,17586.047,28692.921,36206.524,6723.2,991735.044,5728.665,11290.56,5200.878,19622.127,26533.74,167911.672,3190.545,575883.531,373963.853,59939.79,25562.216,40673.963,42129.626,10791.455,13122.404,2608.956,632598.38,16063.194,24781.606,18824.766,33645.279,416911.287,10105.275,36586.408,7028.56,9831.43,34207.163,99620.546,218901.497,203734.593,39688.605,256126.479,125215.387,7010.131,12143.274,14937.013,9166.682,62985.726,6262195.097,169726.389,7213.571,12222.21,231922.365,7780.844,96405.567,517594.026,45526.48,36784.624,72976.241,60363.617,26171.817,100221.22,2459.216,109948.709,74888.418,2765.178,33337.057,38675.369,58182.505,2709.098,540903.555,8253.585,36082.931,241369.327,21121.388,27176.731,209830.664,44661.633,317.911,1503.755,45875.284,5125.989,616.112,1712.947,31873.51,5395.617,10479.767,90799.329,28151.922,20413.341,41447.359,22312.906,42810.507,129021.608,36377.508,6674.917,53883.295,28810.166,33.821,403568.8,15022.598,11936.97,14683.81,8624.515,6616.614,38695.194,33372.134,12727.161,344590.44,2864.731,45015.292,3461.333,328054.48,26306.692,6048.21,11197.552,28351.089,598962.399,50137.846,77117.518,2449.665,93479.668,85684.81,9530.056,21818.654,522485.048,21538.081,2817.149,231461.687,42454.342,37605.432,172296.695,19028.196,18409.269,63470.546,134208.71,6032.099,16572.984,169727.698,11081.095,7521.996,18497.822,15339.967,9512.756,9899.428,21849.148,94904.162,17007.613,55657.353,26087.381,10498.994,26721.737,30311.274,6633.833,5163.659,24788.139,8871.683,39221.815,4894.727,305722.166,12928.45,31338.265,23029.101,5030.9,2494.048,5306.8,15643.453,2902733.084,136507.868,1386.361,17284.105,8583.597,51550.923,129799.643,1705975.349,17468.367,20031.072,39211.029,11128.131,21023.383,29513.027,61018.679,104325.89,60553.948,154279.867,15399.929,53239.364,230728.923,52446.644,17954.386,216001.717,20005.92,11063.998,447101.578,43765.803,18057.51,74045.92,63447.668,11984.063,47737.075,13455.076,8316.932,17106.557,84249.54,96833.095,32742.449,862.553,319501.558,28553.335,14427.657,22085.234,17972.322,39225.203,11953.508,7934.872,22073.892,10290.621,1172.065,2355.493,1127072.104,25936.537,20296.27,18228.854,82352.915,143653.907,32580.294,391964.451,22555.526,99098.001,2166.037,212636.983,35332.991,15706.205,266853.365,264238.691,116128.899,507290.547,10296.277,307061.773,75673.157,18100.858,111924.65,8588.597,183321.129,84121.335,73099.515,54073.019,2687059.191,209506.557,81918.785,38488.001,131417.287,31844.724,63883.506,82076.067,35844.849,60866.711,997128.231,26059.399,128501.916,12634.273,724034.37,677426.636,76399.514,264888.468,10026.945,93364.222,336801.022,75259.3,454960.706,39607.065,24988.08,72259.62,92841.569,39882.83,21087.406,45656.732,25255.287,9602.428,13741.143,149878.958,69942.561,131419.513,5711.032,49722.993,12291.47,55902.69,18585.451,100579.122,43607.881,22012.492,16076.462,22152.665
Feb 2018,70192.03,84799.682,84620.755,85473.248,36096.85,27753.378,15365.124,3337558.73,182734.796,72670.861,529434.024,227603.961,227603.961,165778.871,99598.687,811258.315,1973.261,33102.418,121229.277,32123.743,24834.341,403776.873,8149.316,122145.876,556516.638,50715.825,68209.295,58498.21,18529.932,405920.934,95053.154,38396.137,18136.799,4750856.367,84313.154,88193.806,9245.098,65847.644,198347.974,9403.209,9186.124,157342.875,146150.064,63234.698,1778765.811,206286.792,22462.901,1182957.354,701945.676,30547.178,1849055.49,1415848.675,661671.238,690598.394,150240.429,299873.876,173582.386,901107.847,88272.401,95628.89,12724.433,40753.063,220388.009,282139.471,420524.191,62712.088,55659.697,9254.538,361384.056,28484.101,374314.215,204453.381,35999.319,470210.232,9528.858,451402.473,6842.841,12202.834,2552.703,209842.431,49040.302,12002.697,8062.181,7507.684,6148.966,3696.231,2861.952,3946.153,26014.813,1006525.059,2979.913,173585.149,31007.597,448328.791,17441.344,23361.004,29156.203,5193.52,21009.589,23683.601,7751.535,5862.858,1673.76,429677.4,6482.134,15151.205,36305.222,6001.801,381388.786,12660.716,11533.161,27858.707,97566.323,2858.213,14354.573,20227.407,30610.942,31940.659,11062.909,3067.169,15121.51,10654.288,14873.516,10164.852,121760.603,11158.148,14982.435,21160.787,5685.52,3985.34,5755.448,5613.843,29732.201,18773.175,15686.29,248934.113,26519.498,425780.347,11139.107,89205.466,13564.027,19431.407,64831.146,57563.023,8922.65,78859.923,114851.247,26886.967,7047.09,3799.531,238606.097,46221.29,44486.609,1377.413,13330.792,10929.707,37789.283,34963.043,36499.415,25561.163,34444.18,31417.432,34145.169,63999.159,243167.196,54808.674,13776.209,9175.198,12886.41,43255.994,53815.225,100063.327,12208.45,22369.386,40487.883,15870.821,32453.221,18863.533,153761.066,39575.499,20742.856,16472.38,10440.184,7311.127,17521.989,19567.295,7957.949,104127.06,9427.603,15516.941,11863.857,15758.872,146031.354,144300.898,2789.848,18599.981,1498.832,6404.059,24959.604,19142.713,5074.804,32147.258,73867.833,5254.675,42562.112,27775.043,4789.667,2261.035,9166.016,117018.504,7188.758,22878.93,866.863,9579.415,10847.267,3730.938,8502.288,1846.511,48273.305,8671.145,16217.096,59220.243,15688.58,7646.193,8637.086,15909.558,1771.77,12272.941,2724.635,272777.707,692194.238,2770.67,48899.654,18319.388,15387.182,1493.864,101752.661,92427.915,58048.957,2999.199,1802.317,8343.463,17021.116,8782.157,8809.537,63285.627,3698.231,26818.839,19610.085,78090.702,12374.614,54166.485,87783.277,5734.67,10504.69,31542.76,9303.876,5633.939,36432.993,24658.742,31518.139,1234176.551,33451.598,69845.041,7272.17,13902.424,43962.754,7580.312,6935.751,69628.893,11097.425,49354.964,22315.087,44070.263,366353.361,26399.116,31009.604,67880.415,380136.595,59257.173,89335.074,54973.391,30139.262,18296.415,174455.887,110203.996,5937.203,12198.851,9671.967,23464.824,175073.342,20241.137,88679.498,68564.715,11156.74,508285.107,125659.867,160410.62,41722.096,266319.938,16873.269,1175521.16,63450.253,3162.576,39048.561,66913.828,31608.715,11926.094,37373.481,595140.477,3478.156,261178.622,10957.74,43981.672,3333.424,15796.339,60821.05,78050.234,7818.559,1297.552,15614.677,4446.908,21479.55,11344.716,30529.927,68259.177,7775.201,19224.598,40219.165,14971.175,11413.451,7663.714,9174.295,13161.283,10866.418,4201.918,20309.23,9131.907,3055.623,12840.278,8206.824,6803.724,5241.735,27954.577,20211.116,3700.015,6328.242,6119.326,4419.058,14769.691,29087.711,39826.662,88411.611,8027.892,10916.298,12715.543,7963.475,22200.693,2735.626,6211.764,355779.683,13111.198,8504.335,183406.1,8960.898,6595.914,21368.591,7197.642,16397.083,5104.236,6032.273,7892.953,12286.996,20185.252,23961.366,6034.985,274714.008,3723.734,34570.58,22741.409,65200.776,18501.613,21495.407,1995.024,29528.067,24583.848,11204.75,16913.85,61007.558,5423.781,19957.561,280416.141,1508973.11,12499.569,1163.023,21417.3,75734.465,520453.272,233224.371,10629.937,6754.232,8856.461,105166.942,35886.512,35951.302,33615.946,139230.199,14432.625,222660.476,10484.298,8926.21,22207.395,14846.057,116144.268,43273.398,7507.268,15527.985,5403.591,4362.971,10691.902,1070105.245,5612.853,29416.453,164021.659,15901.385,4325.384,50005.977,41911.427,2688.492,3575.977,5901.937,22485.24,11139.991,6974.023,3711082.397,14856.898,22422.16,31567.848,4940.539,798726.639,5086.786,9714.693,4468.525,15965.641,22748.693,133809.441,2272.927,497487.255,316523.895,49366.717,19358.159,32727.933,33685.819,9413.595,11461.112,2248.546,507193.358,11855.859,18409.29,14814.725,28750.605,333860.07,8683.123,29356.274,6265.39,7819.576,26779.001,84084.669,179709.048,157464.014,29781.792,195674.75,108461.039,6058.183,10255.972,13377.688,7950.903,41687.299,5003402.415,138311.451,6323.706,10622.406,172468.642,6972.628,66461.389,416226.006,36243.045,31491.476,57814.968,47286.247,18586.22,85943.578,2110.673,87184.064,67305.419,2326.185,26824.026,32703.694,40473.138,1794.436,432910.225,5815.175,25558.002,188141.897,17789.739,22086.719,163500.756,35007.858,231.444,1370.775,33916.798,3828.289,533.483,1263.843,22354.805,4761.892,8494.545,70773.301,24431.017,15476.28,31039.383,18199.919,34526.597,93610.323,29638.59,6025.227,45578.473,20697.872,30.671,337578.324,13345.056,8677.824,11056.891,7533.443,5346.217,30505.928,21858.486,10379.357,271581.398,2406.596,31615.697,2801.623,279679.326,20897.405,4719.351,9599.35,23339.846,432481.962,44581.742,67247.894,2131.374,68294.646,68856.62,5408.124,19007.53,420594.264,19150.391,2462.345,182372.26,34376.504,28199.894,135923.78,16126.528,15210.783,43482.87,114154.976,4056.823,12776.657,146099.447,9440.715,5815.763,14313.111,12582.742,7912.107,8521.215,16994.431,73239.842,14723.69,40705.16,21022.404,6142.891,15831.852,17033.069,5052.167,4349.431,21160.101,7898.624,27393.268,4375.515,233341.9,10236.509,24261.091,20154.994,4513.116,2285.46,4517.202,13484.191,2378950.324,113277.446,863.713,15081.788,7458.716,40188.222,102227.071,1453458.418,10994.42,11908.22,26320.971,9673.709,15398.478,19989.916,45658.406,75883.051,38590.472,124534.418,12685.059,42580.541,180484.281,40287.051,16233.282,188044.397,16996.929,8502.026,347538.086,30382.133,15467.45,60444.887,45983.273,10113.055,41374.923,10376.222,6725.869,15523.225,76177.091,87444.171,29399.17,762.743,287301.161,24965.471,12986.157,19943.736,15999.651,35605.513,10657.356,7241.32,19966.244,9351.064,1043.343,2114.488,1012313.116,23245.643,18186.531,16352.258,74701.547,129166.728,28880.182,350334.351,20149.774,87407.9,1946.474,191030.972,31879.275,14479.936,228250.24,228373.208,112455.588,479751.884,9375.118,289659.13,64075.853,16463.274,100705.378,8141.857,164612.299,84469.042,72614.696,53187.809,2535588.713,213197.337,70999.674,34220.28,128336.838,29639.017,64166.801,74226.682,37104.326,57231.457,972652.428,26062.722,123586.098,11226.21,711784.861,657033.389,69553.063,260570.73,9820.915,85737.06,314398.185,72608.856,404799.23,37795.702,24353.398,71522.189,89615.873,37373.432,20909.405,42650.514,22993.385,8782.574,13537.07,141558.33,64302.067,125092.288,5251.187,48462.947,11238.555,57992.666,17056.43,91859.201,42046.554,19919.464,15484.405,20268.024
